caseid,startmonth,startday,startyear,endmonth,endday,endyear,ongoingasofmonth,ongoingasofday,ongoingasofyear,sender1,sender2,sender3,sender4,sender5,primarysender,targetstate,institution,institutionid,targetinstitution,otherinstitution,issue1,issue2,issue3,otherissue,threat,threatid1,threatid2,threatid3,sanctiontypethreat,othersanctiontypethreatened,bspecif,scommit,threatenedtargetinterest,dsanctions,carrots,anticipatedtargetcosts,anticipatedtargetcostsfigureifav,tcurrency,tyearofestimate,anticipatedsendercosts,scurrency,syearofestimate,imposition,sancimpositionstartmonth,sancimpositionstartday,sancimpositionstartyear,sanctionidentity,sanctiontype,othersanctiontype,implementationofdiplomaticsancti,carrotsduringsanction,carrotvalue,carrotcurrency,carrotyear,targetcosts,targeteconomiccostsfigure,targeteconomiccostscurrency,targeteconomiccostsyear,sendercosts,sendereconomiccostsfigure,sendereconomiccostscurrency,sendereconomiccostsyear,finaloutcome,settlementnaturesender,settlementnaturetarget
1992030601,3,6,1992,6,28,1995,,,,2,,,,,2,740,0,,,,13,,,,1,2,3,,4,,2,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,5,,
1992031001,3,10,1992,12,7,2002,,,,2,200,220,365,710,2,645,1,4400,1,,6,2,,,1,4,5,,2 3,,2,3,1 2,,,3,,,,2,,,1,3,29,1993,6,2,,,3,,,,3,,,,2,,,,6,3,0
1992031601,3,16,1992,,,,,,,140,160,,,,140,1000,0,,,,13,,,EU,1,6,,,4,,,,3,,,1,,,,1,,,1,3,16,1992,5,3,,,0,,,,1,,,,1,,,,,,
1992039901,3,,1992,5,18,1992,,,,2,,,,,2,750,0,,,,7,,,,1,6,,,8,,2,3,1,,,1,,,,1,,,1,5,,1992,5,7,,,0,,,,1,,,,1,,,,9,1,
1992040701,4,7,1992,4,26,1993,,,,2,255,230,200,,2,135,1,3900,1,,3,8,,,1,4,5,8,8 1,,2,2,2,,,3,1940000000,USD,1992,1,,,0,,,,,,,4,,,,,,,,,,,,,1,4,7
1992041301,4,13,1992,12,4,1992,,,,2,,,,,2,1000,0,,,,13,,,EC,1,2,4,6,4,,2,3,3,,,1,1300000000,USD,1992,1,,,0,,,,,,,,,,,,,,,,,,,,1,,
1992042001,4,20,1992,4,11,2001,,,,,,,,,,70,1,1830,0,,13,,,,1,8,,,4,,,,3 1,,,1,,,,,USD,1992,1,4,20,1992,6,3,,,0,,,,1,,,,,,,,10,5,5
1992042002,4,20,1992,3,29,1994,,,,,,,,,,100,1,1830,0,,13,,,,1,8,,,4,,,,3 1,,,1,,,,,USD,1992,1,4,20,1992,6,3,,,0,,,,1,,,,,,,,10,6,4
1992042003,4,20,1992,4,11,2001,,,,,,,,,,90,1,1830,0,,13,,,,1,8,,,4,,,,3 1,,,1,,,,,USD,1992,1,4,20,1992,6,3,,,0,,,,1,,,,,,,,10,5,5
1992042004,4,20,1992,4,11,2001,,,,,,,,,,130,1,1830,0,,13,,,,1,8,,,4,,,,3 1,,,1,,,,,USD,1992,1,4,20,1992,6,3,,,0,,,,1,,,,,,,,10,5,5
1992042005,4,20,1992,4,11,2001,,,,,,,,,,91,1,1830,0,,13,,,,1,8,,,4,,,,3 1,,,1,,,,,USD,1992,1,4,20,1992,6,3,,,0,,,,1,,,,,,,,10,5,5
1992042006,4,20,1992,4,11,2001,,,,,,,,,,95,1,1830,0,,13,,,,1,8,,,4,,,,3 1,,,1,,,,,USD,1992,1,4,20,1992,6,3,,,0,,,,1,,,,,,,,10,5,5
1992042007,4,20,1992,4,11,2001,,,,,,,,,,42,1,1830,0,,13,,,,1,8,,,4,,,,3 1,,,1,,,,,USD,1992,1,4,20,1992,6,3,,,0,,,,1,,,,,,,,10,5,5
1992042008,4,20,1992,3,29,1994,,,,,,,,,,93,1,1830,0,,13,,,,1,8,,,4,,,,3 1,,,1,,,,,USD,1992,1,4,20,1992,6,3,,,0,,,,1,,,,,,,,10,6,4
1992042009,4,20,1992,3,29,1994,,,,,,,,,,101,1,1830,0,,13,,,,1,8,,,4,,,,3 1,,,1,,,,,USD,1992,1,4,20,1992,6,3,,,0,,,,1,,,,,,,,10,6,4
1992042010,4,20,1992,3,29,1994,,,,,,,,,,94,1,1830,0,,13,,,,1,8,,,4,,,,3 1,,,1,,,,,USD,1992,1,4,20,1992,6,3,,,0,,,,1,,,,,,,,10,6,4
1992043001,4,30,1992,6,8,1992,,,,2,,,,,2,713,0,,,,13,,,,1,1,,,1,,2,1,3,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,5,5,5
1992050701,5,7,1992,,,,6,10,2005,2,,,,,2,710,0,,,,8,,,,1,2,,,10,,2,1,4,,,,,,,1,,,0,,,,,,,,0,,,,,,,,,,,,4,5,5
1992050801,5,8,1992,3,20,1993,,,,2,,,,,2,740,0,,,,13,,,,1,6,,,4,,1,2,3,,,1,,,,1,,,0,,,,,,,,0,,,,,,,,,,,,1,6,4
1992053001,5,30,1992,4,3,1993,,,,2,,,,,2,93,0,,,,4,,,,1,2,,,8,,2,3,1,,,1,120000000,USD,1992,1,,,1,5,30,1992,2,7,,,0,,,,1,104000000,USD,1992,1,,,,6,6,4
1992060801,6,8,1992,8,13,1992,,,,2,,,,,2,732,0,,,,13,,,,1,1,,,10,,2,2,3,,,1,,,,1,,,1,6,8,1992,1,9,,,0,,,,1,,,,1,,,,7,7,3
1992061101,6,11,1992,1,25,2002,,,,2,,,,,2,373,0,,,,2,,,,0,,,,,,,,,,,,,,,,,,1,6,11,1992,2,7,,,0,,,,1,,,,1,,,,6,7,4
1992061901,6,19,1992,,,,11,5,1999,2,,,,,2,732,0,,,,13,,,,1,6,,,4,,2,2,,,,,,,,1,,,1,6,19,1992,5,3,,,0,,,,1,,,,1,,,,,,
1992061902,6,19,1992,,,,6,,1992,2,,,,,2,713,0,,,,13,,,,1,4,5,,4,,2,2,3,,,1,,,,1,,,1,6,19,1992,5,3,,,0,,,,1,,,,1,,,,,,
1992062601,6,26,1992,2,18,1994,,,,2,,,,,2,850,0,,,,8,,,,0,,,,,,,,,,,,,,,,,,1,6,26,1992,2 1,7 4,,,,,,,1,2300000,USD,1992,1,-2300000,USD,1992,6,5,5
1992070201,7,2,1992,,,,8,27,2002,2,,,,,2,220,0,,,,13,,,,1,1,,,4,,1,2,1,,,1,,,,1,,,1,7,2,1992,1,3,,,0,,,,1,,,10,1,,,10,,,
1992070202,7,2,1992,,,,8,27,2002,2,,,,,2,140,0,,,,13,,,,1,1,,,4,,1,2,1,,,1,,,,1,,,1,7,2,1992,1,3,,,0,,,,1,,,10,1,,,10,,,
1992070203,7,2,1992,,,,8,27,2002,2,,,,,2,255,0,,,,13,,,,1,1,,,4,,1,2,1,,,1,,,,1,,,1,7,2,1992,1,3,,,0,,,,1,,,10,1,,,10,,,
1992070204,7,2,1992,,,,,,,2,,,,,2,305,0,,,,13,,,,1,1,,,4,,1,2,1,,,1,,,,1,,,1,7,2,1992,1,3,,,0,,,,1,,,10,1,,,10,,,
1992070205,7,2,1992,,,,8,27,2002,2,,,,,2,732,0,,,,13,,,,1,1,,,4,,1,2,1,,,1,,,,1,,,1,7,2,1992,1,3,,,0,,,,1,,,10,1,,,10,,,
1992070206,7,2,1992,,,,,,,2,,,,,2,70,0,,,,13,,,,1,1,,,4,,1,2,1,,,1,,,,1,,,1,7,2,1992,1,3,,,0,,,,1,,,10,1,,,10,,,
1992070207,7,2,1992,,,,,,,2,,,,,2,380,0,,,,13,,,,1,1,,,4,,1,2,1,,,1,,,,1,,,1,7,2,1992,1,3,,,0,,,,1,,,10,1,,,10,,,
1992070208,7,2,1992,,,,,,,2,,,,,2,920,0,,,,13,,,,1,1,,,4,,1,2,1,,,1,,,,1,,,1,7,2,1992,1,3,,,0,,,,1,,,10,1,,,10,,,
1992070209,7,2,1992,,,,,,,2,,,,,2,200,0,,,,13,,,,1,1,,,4,,1,2,1,,,1,,,,1,,,1,7,2,1992,1,3,,,0,,,,1,,,10,1,,,10,,,
1992070210,7,2,1992,,,,,,,2,,,,,2,230,0,,,,13,,,,1,1,,,4,,1,2,1,,,1,,,,1,,,1,7,2,1992,1,3,,,0,,,,1,,,10,1,,,10,,,
1992070211,7,2,1992,,,,,,,2,,,,,2,325,0,,,,13,,,,1,1,,,4,,1,2,1,,,1,,,,1,,,1,7,2,1992,1,3,,,0,,,,1,,,10,1,,,10,,,
1992070212,7,2,1992,,,,,,,2,,,,,2,211,0,,,,13,,,,1,1,,,4,,1,2,1,,,1,,,,1,,,1,7,2,1992,1,3,,,0,,,,1,,,10,1,,,10,,,
1992070213,7,2,1992,6,24,1993,,,,2,,,,,2,740,0,,,,13,,,,1,1,,,4,,1,2,1,,,1,,,,1,,,1,7,2,1992,1,3,,,0,,,,1,,,10,1,,,10,9,-9,-9
1992070214,7,2,1992,6,24,1993,,,,2,,,,,2,20,0,,,,13,,,,1,1,,,4,,1,2,1,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,
1992071701,7,17,1992,,,1997,,,,365,,,,,365,366,0,,,,8,,,,1,3,4,2,1 5 10,,2,2,1,,,2,,,,,,,1,6,25,1993,5,4,,,0,,,,2,,,,1,,,,7,2,8
1992079901,7,,1992,,,,4,29,1998,2,,,,,2,1000,0,,,,13,,,EU is target,1,6,,,4,,1,3,3,,,1,,,,1,,,1,7,,1992,1,3,,,0,,,,1,,,,1,,,,9,-9,-9
1992081101,8,11,1992,12,1,1992,,,,2,,,,,2,20,0,,,,13,,,,1,1,,,4,,,,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,,
1992081102,8,11,1992,12,14,2006,,,,2,,,,,2,220,0,,,,13,,,,1,1,,,4,,,,3,,,1,,,,1,,,1,8,11,1992,1,3,,,0,,,,1,,,,1,,,,,,
1992081103,8,11,1992,,,,2,12,2000,2,,,,,2,255,0,,,,13,,,,1,1,,,4,,,,3,,,1,,,,1,,,1,8,11,1992,1,3,,,0,,,,1,,,,1,,,,,,
1992081104,8,11,1992,,,,,,,2,,,,,2,140,0,,,,13,,,,1,1,,,4,,,,3,,,1,,,,1,,,1,8,11,1992,1,3,,,0,,,,1,,,,1,,,,,,
1992081105,8,11,1992,,,,10,16,2002,2,,,,,2,732,0,,,,13,,,,1,1,,,4,,,,3,,,1,,,,1,,,1,8,11,1992,1,3,,,0,,,,1,,,,1,,,,,,
1992081106,8,11,1992,,,1995,,,,371,,,,,,373,1,4400,1,,2,,,,1,8,,,1 2,,2,3,5,,,2,,,,1,,,0,,,,,,,,,,,,,,,,,,,,4,5,5
1992081201,8,12,1992,12,4,1992,,,,220,,,,,220,2,1,1830,0,,13,,,,1,7,6,,4,,2,1,3,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,2,8
1992081301,8,13,1992,,,,6,20,2005,20,,,,,20,710,0,,,,13,,,,1,1,,,4,,2,2,3,,,1,,,,1,,,1,8,13,1992,1,3,,,0,,,,1,,,,1,,,,,,
1992081302,8,13,1992,,,,,,,20,,,,,20,713,0,,,,13,,,,1,1,,,4,,2,2,3,,,1,,,,1,,,1,8,13,1992,1,3,,,0,,,,1,,,,1,,,,,,
1992083001,8,30,1992,,,,,,,710,,,,,710,816,0,,,,13,,,Target is Hong Kong,0,,,,,,,,,,,,,,,,,,1,8,30,1992,5,5,,,0,,,,,,,,1,,,,,,
1992089901,8,,1992,7,30,1993,,,,2,255,,,,2,750,1,1830,0,,8,,,,1,3,,,4,,2,2,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,2,8,1
1992089902,8,,1992,7,24,1994,,,,2,255,,,,2,771,1,1830,0,,8,,,,1,3,,,4,,2,2,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,2,8,1
1992090501,9,5,1992,3,30,1993,,,,140,,,,,140,2,0,,,,13,,,,1,6,,,4,,1,3,,,,1,,,,1,,,1,9,5,1992,5,3,,,0,,,,1,,,,1,,,,8,0,10
1992099901,9,,1992,2,2,1994,,,,70,,,,,70,205,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,9,,1992,5,3,,,0,,,,1,,,,1,,,,10,-9,-9
1992102001,10,20,1992,,,,12,6,1993,,,,,,,2,1,1830,0,,13,,,,1,8,,,,,,,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
1992110201,11,2,1992,12,3,1992,,,,,,,,,,305,1,1830,0,,13,,,,1,8,,,4,,2,3,3,,,1,,,,1,,,1,11,2,1992,6,3,,,0,,,,1,,,,1,,,,7,8,2
1992120801,12,8,1992,,,,,,,70,,,,,70,230,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,12,8,1992,1,3,,,0,,,,1,,,,1,,,,,,
1992121001,12,10,1992,,,,,,,740,,,,,740,710,0,,,,13,,,,1,1,,,4,,2,3,3,,,1,,,,1,,,1,12,10,1992,1,3,,,0,,,,1,,,,1,,,,,,
1993010601,1,6,1993,,,,,,,20,,,,,20,211,0,,,,13,,,hot rolled steel,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,6,1993,1,3,,,0,,,,1,,,,1,,,,,,
1993010602,1,6,1993,,,,,,,20,,,,,20,255,0,,,,13,,,hot rolled steel,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,6,1993,1,3,,,0,,,,1,,,,1,,,,,,
1993010603,1,6,1993,,,,,,,20,,,,,20,200,0,,,,13,,,hot rolled steel,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,6,1993,1,3,,,0,,,,1,,,,1,,,,,,
1993010801,1,8,1993,,,,,,,20,,,,,20,2,0,,,,13,,,,1,1,,,4,,2,3,3,,,1,,,,1,,,1,1,8,1993,1,3,,,0,,,,1,,,,1,,,,9,-9,-9
1993012101,1,21,1993,,,,,,,750,,,,,750,140,0,,,,13,,,,1,6,5,,4,,2,1,,,,,,,,1,,,1,1,21,1993,5,3,,,0,,,,1,,,,1,,,,,,
1993012102,1,21,1993,,,,,,,750,,,,,750,70,0,,,,13,,,,1,6,5,,4,,2,1,,,,,,,,1,,,1,1,21,1993,5,3,,,0,,,,1,,,,1,,,,,,
1993012103,1,21,1993,,,,,,,750,,,,,750,732,0,,,,13,,,,1,6,5,,4,,2,1,,,,,,,,1,,,1,1,21,1993,5,3,,,0,,,,1,,,,1,,,,,,
1993012104,1,21,1993,,,,,,,750,,,,,750,2,0,,,,13,,,,1,6,5,,4,,2,1,,,,,,,,1,,,1,1,21,1993,5,3,,,0,,,,1,,,,1,,,,,,
1993012105,1,21,1993,,,,,,,750,,,,,750,160,0,,,,13,,,,1,6,5,,4,,2,1,,,,,,,,1,,,1,1,21,1993,5,3,,,0,,,,1,,,,1,,,,,,
1993012106,1,21,1993,,,,,,,750,,,,,750,732,0,,,,13,,,,1,6,,,4,,,,3,,,1,,,,1,,,1,1,21,1993,5,3,,,0,,,,1,,,,1,,,,,,
1993012107,1,21,1993,,,,,,,750,,,,,750,70,0,,,,13,,,,1,6,,,4,,,,3,,,1,,,,1,,,1,1,21,1993,5,3,,,0,,,,1,,,,1,,,,,,
1993012108,1,21,1993,,,,,,,750,,,,,750,2,0,,,,13,,,,1,6,,,4,,,,3,,,1,,,,1,,,1,1,21,1993,5,3,,,0,,,,1,,,,1,,,,,,
1993012109,1,21,1993,,,,,,,750,,,,,750,140,0,,,,13,,,,1,6,,,4,,,,3,,,1,,,,1,,,1,1,21,1993,5,3,,,0,,,,1,,,,1,,,,,,
1993012110,1,21,1993,,,,,,,750,,,,,750,160,0,,,,13,,,,1,6,,,4,,,,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,
1993012111,1,21,1993,,,,,,,750,,,,,750,140,0,,,,13,,,,1,6,,,4,,1,2,3,,,1,,,,1,,,1,1,21,1993,5,3,,,0,,,,1,,,,1,,,,,,
1993012112,1,21,1993,,,,,,,750,,,,,750,2,0,,,,13,,,,1,6,,,4,,1,2,3,,,1,,,,1,,,1,1,21,1993,5,3,,,0,,,,1,,,,1,,,,,,
1993012113,1,21,1993,,,,,,,750,,,,,750,732,0,,,,13,,,,1,6,,,4,,1,2,3,,,1,,,,1,,,1,1,21,1993,5,3,,,0,,,,1,,,,1,,,,,,
1993012114,1,21,1993,,,,,,,750,,,,,750,160,0,,,,13,,,,1,6,,,4,,1,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,
1993012115,1,21,1993,,,,,,,750,,,,,750,70,0,,,,13,,,,1,6,,,4,,2,2,3,,,1,,,,1,,,1,1,21,1993,5,3,,,0,,,,1,,,,1,,,,,,
1993012701,1,27,1993,7,27,1993,,,,2,,,,,2,160,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,
1993012702,1,27,1993,,,,,,,2,,,,,2,900,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,27,1993,1,3,,,0,,,,1,,,,1,,,,9,,
1993012703,1,27,1993,7,27,1993,,,,2,,,,,2,305,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,
1993012704,1,27,1993,,,,,,,2,,,,,2,211,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,27,1993,1,3,,,0,,,,1,,,,1,,,,9,,
1993012705,1,27,1993,,,,,,,2,,,,,2,140,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,27,1993,1,3,,,0,,,,1,,,,1,,,,9,,
1993012706,1,27,1993,,,,,,,2,,,,,2,200,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,27,1993,1,3,,,0,,,,1,,,,1,,,,9,,
1993012707,1,27,1993,,,,,,,2,,,,,2,20,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,27,1993,1,3,,,0,,,,1,,,,1,,,,9,,
1993012708,1,27,1993,,,,,,,2,,,,,2,375,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,27,1993,1,3,,,0,,,,1,,,,1,,,,9,,
1993012709,1,27,1993,,,,,,,2,,,,,2,220,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,27,1993,1,3,,,0,,,,1,,,,1,,,,9,,
1993012710,1,27,1993,,,,,,,2,,,,,2,255,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,27,1993,1,3,,,0,,,,1,,,,1,,,,9,,
1993012711,1,27,1993,7,27,1993,,,,2,,,,,2,325,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,
1993012712,1,27,1993,,,,,,,2,,,,,2,740,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,27,1993,1,3,,,0,,,,1,,,,1,,,,9,,
1993012713,1,27,1993,,,,,,,2,,,,,2,732,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,27,1993,1,3,,,0,,,,1,,,,1,,,,9,,
1993012714,1,27,1993,,,,,,,2,,,,,2,70,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,27,1993,1,3,,,0,,,,1,,,,1,,,,9,,
1993012715,1,27,1993,,,,,,,2,,,,,2,210,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,27,1993,1,3,,,0,,,,1,,,,1,,,,9,,
1993012716,1,27,1993,,,,,,,2,,,,,2,290,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,27,1993,1,3,,,0,,,,1,,,,1,,,,9,,
1993012717,1,27,1993,,,,,,,2,,,,,2,360,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,27,1993,1,3,,,0,,,,1,,,,1,,,,9,,
1993012718,1,27,1993,,,,,,,2,,,,,2,230,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,27,1993,1,3,,,0,,,,1,,,,1,,,,9,,
1993012719,1,27,1993,,,,,,,2,,,,,2,380,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,1,27,1993,1,3,,,0,,,,1,,,,1,,,,9,,
1993012801,1,28,1993,5,13,1993,,,,20,,,,,20,2,0,,,,13,,,,1,1,,,4,,2,2,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,2,8
1993012802,1,28,1993,7,28,1993,,,,2,,,,,2,20,0,,,,13,,,,1,1,,,4,,2,3,3,,,1,,,,1,,,1,1,28,1993,1,3,,,0,,,,1,,,,1,,,,8,5,5
1993012901,1,29,1993,5,31,1993,,,,20,,,,,20,200,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,1,29,1993,1,3,,,0,,,,1,,,,1,,,,8,2,8
1993012902,1,29,1993,5,31,1993,,,,20,,,,,20,255,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,1,29,1993,1,3,,,0,,,,1,,,,1,,,,8,2,8
1993012903,1,29,1993,5,31,1993,,,,20,,,,,20,220,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,1,29,1993,1,3,,,0,,,,1,,,,1,,,,8,2,8
1993012904,1,29,1993,5,31,1993,,,,20,,,,,20,325,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,1,29,1993,1,3,,,0,,,,1,,,,1,,,,8,2,8
1993012905,1,29,1993,5,31,1993,,,,20,,,,,20,920,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,1,29,1993,1,3,,,0,,,,1,,,,1,,,,8,2,8
1993012906,1,29,1993,5,31,1993,,,,20,,,,,20,2,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,1,29,1993,1,3,,,0,,,,1,,,,1,,,,8,2,8
1993013001,1,30,1993,5,6,1993,,,,20,,,,,20,2,0,,,,13,,,,1,1,,,4,,2,3,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,1,9
1993020201,2,2,1993,,,,,,,2,,,,,2,830,0,,,,13,,,,1,5,,,4,,2,1,3,,,1,,,,1,,,1,2,2,1993,4,3,,,0,,,,1,,,,1,,,,,,
1993020501,2,5,1993,3,3,1993,,,,345,,,,,345,360,0,,,,7,,,,1,4,,,6,,1,2,1,,,,,,,,,,0,,,,,5,,,0,,,,,,,,,,,,3,1,9
1993020701,2,7,1993,6,18,1993,,,,2,,,,,2,900,0,,,,13,,,,1,1,,,10,,2,3,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,5,4,6
1993020801,2,8,1993,,,,,,,70,,,,,70,2,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,2,8,1993,1,3,,,0,,,,1,,,,1,,,,,,
1993021101,2,11,1993,5,16,1997,,,,2,220,211,,,2,490,0,,,,3,8,,,1,1,6,,7 4 5 9,,2,2,2,,,1,,,,1,,,1,2,11,1993,5,,,,,,,,1,,,,1,,,,9,7,3
1993021701,2,17,1993,,,,,,,2,,,,,2,750,0,,,,13,,,,1,6,,,4,,2,2,3,,,1,,,,,,,1,2,17,1993,5,3,,,0,,,,1,,,,,,,,,,
1993021801,2,18,1993,,,,3,11,2002,140,,,,,140,2,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,2,18,1993,1,3,,,0,,,,1,,,,1,,,,,,
1993030901,3,9,1993,3,22,1993,,,,2,,,,,2,1000,0,,,,13,,,EU is target,1,4,,,4,,1,1,3,,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,3,,
1993031501,3,15,1993,,,,6,9,2005,255,,,,,255,710,1,1830,0,,13,,,,1,8,,,4,,2,2,3,,,1,,,,1,,,1,3,15,1993,6,3,,,0,,,,1,,,,1,,,,,,
1993031601,3,16,1993,4,8,1993,,,,2,,,,,2,732,0,,,,13,,,,1,6,,,4,,2,2,3,,,1,,,,1,,,1,3,16,1993,5,3,,,0,,,,1,,,,1,,,,6,7,3
1993040101,4,1,1993,,,,12,3,1998,20,,,,,20,211,0,,,,13,,,cold rolled steel,1,1,,,4,,1,2,3,,,1,,,,1,,,1,4,1,1993,1,3,,,0,,,,1,,,,1,,,,,,
1993040102,4,1,1993,,,,,,,20,,,,,20,255,0,,,,13,,,cold rolled steel,1,1,,,4,,1,2,3,,,1,,,,1,,,1,4,1,1993,1,3,,,0,,,,1,,,,1,,,,,,
1993040103,4,1,1993,,,,,,,20,,,,,20,200,0,,,,13,,,cold rolled steel,1,1,,,4,,1,2,3,,,1,,,,1,,,1,4,1,1993,1,3,,,0,,,,1,,,,1,,,,,,
1993041601,4,16,1993,,,,12,17,2000,70,,,,,70,710,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,4,16,1993,5,3,,,3,,,,1,225000000,USD,1993,1,,,,9,,
1993042401,4,24,1993,,,,12,17,2000,710,,,,,710,70,0,,,,13,,,,1,4,,,1,,2,1,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,2,8
1993042801,4,28,1993,,,,,,,70,,,,,70,2,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,1,4,28,1993,1,3,,,0,,,,1,,,,1,,,,,,
1993042901,4,29,1993,6,18,1993,,,,900,,,,,900,2,0,,,,13,,,,1,6,,,10,,2,3,3,,,1,,,,1,,,1,4,29,1993,5,9,,,0,,,,1,,,,1,,,,10,6,4
1993043001,4,30,1993,8,4,1993,,,,2,,,,,2,713,0,,,,13,,,,1,1,,,4 1,,2,1,3,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,2,7,3
1993043002,4,30,1993,1,19,1994,,,,2,,,,,2,740,0,,,,14,,,,1,6,,,4,,2,3,4,,,1,,,,1,,,0,,,,,,,,0,,,,,,,,,,,,2,9,1
1993051201,5,12,1993,10,4,1993,,,,2,200,,,,2,385,0,,,,12,,,,1,6,2,,1,,2,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,3,1,9
1993051901,5,19,1993,3,15,1995,,,,20,,,,,20,900,0,,,,13,,,,1,6,,,4,,,,3,,,1,,,,1,,,1,5,19,1993,5,3,,,0,,,,1,163000000,AUD,1994,1,,,,10,5,5
1993051902,5,19,1993,3,15,1995,,,,20,,,,,20,920,0,,,,13,,,,1,6,,,4,,,,3,,,1,,,,1,,,1,5,19,1993,5,3,,,0,,,,1,,,,1,,,,10,5,5
1993052501,5,25,1993,6,8,1993,,,,2,255,740,,,2,90,1,1830,0,,3,,,,1,1,4,,8 10,,2,3,2 5,,,2,327000000,USD,1993,1,,,0,,,,,,,,,,,,,,,,,,,,2,10,0
1993052601,5,26,1993,9,24,1993,,,,2,,,,,2,740,0,,,,13,,,,1,2,4,6,4,,2,2,3,,,1,,,,1,,,0,,,,,,,,0,,,,,,,,,,,,5,5,5
1993052801,5,28,1993,,,,,,,,,,,,,2,1,1830,0,,13,,,,1,8,,,10,,2,2,3,,,1,15000000,USD,1993,1,,,1,5,28,1993,6,9,,,0,,,,1,,,,1,,,,,,
1993059901,5,,1993,3,22,1994,,,,2,200,,,,200,395,0,,,,12,,,,1,2,6,,,,1,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,6,4
1993060301,6,3,1993,,,,,,,2,,,,,2,20,0,,,,13,,,,1,1,,,4,,2,3,3,,,1,,,,1,,,1,6,3,1993,1,3,,,0,,,,1,,,,1,,,,9,-9,-9
1993062301,6,23,1993,,,,,,,2,,,,,2,740,0,,,,13,,,,1,1,,,4,,1,2,3,,,1,,,,1,,,1,6,23,1993,1,3,,,0,,,,1,,,,1,,,,,,
1993062302,6,23,1993,5,29,1999,,,,2,200,20,,,2,475,0,1240,,,3,8,,,1,6,7,,3,,2,2,4,,,2,,,,1,,,1,6,23,1993,5 6,3 6 8,,,0,,,,2,,,,1,,,,6,3,4
