country,sidea,sideb,Med_yes.no,year_term,Incompatibility,territory,episode.start.date,episode.end.date,med.begins,med.ends,name.of.third.party
Afghanistan,"Afghanistan, USA, UK, Belgium, Canada, Czech Republic, France, Germany, Italy, P","Taleban, Hizb-i Islami-yi Afghanistan - Hekmatyar faction",1,2009,2,Afghanistan,6/5/03,,11/23/09,,"Fazlur Rehman Khalil, a Kashmiri Jihadi leader"
Afghanistan,Afghanistan,"UIFSA, Australia, Canada, France, Germany, Italy, Japan, Jordan, Netherlands",1,2001,2,Afghanistan,4/27/78,12/7/01,2/10/88,6/23/88,"UN, OIC, UIFSA, Australia, Canada, France, Germany, Italy, Japan, Jordan, Netherlands"
Algeria,Algeria,GSPC,1,2009,1,Algeria,12/9/91,,6/12/06,6/12/07,Hadj Bettou
Angola,Angola,FLEC-FAC,0,1998,1,Cabinda,1/1/96,12/31/98,,,"Catholic Bishop of Cabinda, Dom Paulino Madeca,"
Angola,Angola,FLEC-FAC,0,2004,1,Cabinda,2/10/04,12/31/04,,,
Afghanistan,Afghanistan,Taleban,1,2008,2,Afghanistan,6/5/03,,9/24/08,9/28/08,King Abdullah of Saudi Arabia
Angola,Angola,FLEC-FAC,0,2007,1,Cabinda,5/12/07,12/31/07,,,
Angola,Angola,FLEC_FAC,0,2009,1,Cabinda,6/14/09,,,,
Angola,Angola,"FLEC-FAC, FLEC-R",0,1994,1,Cabinda,1/1/94,12/31/94,,,
Angola,Angola,"FLEC-FAC, FLEC-R",1,1998,1,Cabinda,1/1/96,12/31/98,3//1996,4/11/96,Namibia
Angola,Angola,"FLEC-FAC, FLEC-R",0,2002,1,Cabinda,1/1/02,12/31/02,,,
Angola,Angola,FLEC-R,0,1991,1,Cabinda,6/1/91,12/31/91,,,
Angola,Angola,UNITA,1,1995,2,Angola,11/11/75,12/31/95,1//1988,10/31/94,United Nations
Angola,Angola,UNITA,1,2002,2,Angola,3/12/98,4/4/02,3/15/02,4/4/02,UN
Angola,Angola,"UNITA, MLLP-LP",1,1995,2,,11/11/75,12/31/95,1/6/94,1/30/94,"Beye, the UN Special Rep in Angola"
Angola,Angola,"UNITA, MLLP-LP",1,1995,2,,11/11/75,12/31/95,10/31/94,10/31/94,"Beye, the UN Special Rep in Angola"
Angola,Angola,"UNITA, MLLP-LP",1,1995,2,,11/11/75,12/31/95,11/27/92,11/27/92,"M. Anstee, The UN Special Repesentative in Angola"
Angola,Angola,"UNITA, MLLP-LP",1,1995,2,,11/11/75,12/31/95,12/22/93,12/22/93,"Alioume Blondin Beye, the UN Special Rep in Angola"
Angola,Angola,"UNITA, MLLP-LP",1,1995,2,,11/11/75,12/31/95,2/2/93,2/2/93,"M. Anstee, The UN Special Repesentative in Angola"
Angola,Angola,"UNITA, MLLP-LP",1,1995,2,,11/11/75,12/31/95,3/1/96,3/1/96,"Beye, the UN Special Rep in Angola"
Angola,Angola,"UNITA, MLLP-LP",1,1995,2,,11/11/75,12/31/95,4/12/93,5/21/93,"M. Anstee, The UN Special Repesentative in Angola"
Angola,Angola,"UNITA, MLLP-LP",1,1995,2,,11/11/75,12/31/95,5/17/95,5/17/95,"Beye, the UN Special Rep in Angola"
Argentina,Argentina,"ERP , Montoneros",0,1977,2,Argentina,12/31/73,12/31/77,,,
Argentina,Argentina,Military faction,0,1955,2,Argentina,1/16/55,9/19/55,,,
Argentina,Argentina,Military faction,0,1963,2,Argentina,9/19/63,9/22/63,,,
Azerbaijan,Azerbaijan,Husseinov military faction,0,1993,1,Azerbaijan,6/4/93,6/18/93,,,
Azerbaijan,Azerbaijan,OPON forces,0,1995,1,Azerbaijan,3/17/95,3/17/95,,,
Azerbaijan,Azerbaijan,Republic of Nagorno-Karabakh,0,1994,1,Nagorno-Karabakh,1/1/92,5/9/94,,,
Azerbaijan,Azerbaijan,Republic of Nagorno-Karabakh,1,1994,1,Nagorno-Karabakh,1/1/92,5/9/94,9/19/92,9/25/92,Russia
Azerbaijan,Azerbaijan,Republic of Nagorno-Karabakh,1,1994,1,Nagorno-Karabakh,1/1/92,5/9/94,11//1993,12//1994,Minsk Group (Russian Envoy Vladimir Kazimirov)
Azerbaijan,Azerbaijan,Republic of Nagorno-Karabakh,1,1994,1,Nagorno-Karabakh,1/1/92,5/9/94,9//1992,,Kazakhstan  (President Nazarbayev)
Azerbaijan,Azerbaijan,Republic of Nagorno-Karabakh,1,1994,1,Nagorno-Karabakh,1/1/92,5/9/94,,10/28/93,Iranian President
Azerbaijan,Azerbaijan,Republic of Nagorno-Karabakh,1,1994,1,Nagorno-Karabakh,1/1/92,5/9/94,9/19/91,9/25/91,"Russia (Pres. Yeltsin), Kazakhstan (Pres. Nazarbayev)"
Azerbaijan,Azerbaijan,Republic of Nagorno-Karabakh,1,1994,1,Nagorno-Karabakh,1/1/92,5/9/94,2/1/92,12//1994,CSCE
Azerbaijan,Azerbaijan,Republic of Nagorno-Karabakh,1,1994,1,Nagorno-Karabakh,1/1/92,5/9/94,2/20/92,2/28/92,Russia (Russian Andrei Kozyrev)
Azerbaijan,Azerbaijan,Republic of Nagorno-Karabakh,1,1994,1,Nagorno-Karabakh,1/1/92,5/9/94,2/25/92,5//1992,Iran (Deputy FM Mahmoud Va'ezi)
Azerbaijan,Azerbaijan,Republic of Nagorno-Karabakh,1,1994,1,Nagorno-Karabakh,1/1/92,5/9/94,3/18/92,,Int'l Red Cross
Azerbaijan,Azerbaijan,Republic of Nagorno-Karabakh,1,1994,1,Nagorno-Karabakh,1/1/92,5/9/94,4/1/92,12//1994,CSCE
Azerbaijan,Azerbaijan,Republic of Nagorno-Karabakh,1,1994,1,Nagorno-Karabakh,1/1/92,5/9/94,4/14/92,4/26/92,Russia (FM Andrei Kozyrev)
Azerbaijan,Azerbaijan,Republic of Nagorno-Karabakh,1,1994,1,Nagorno-Karabakh,1/1/92,5/9/94,8/1/92,8/5/92,CSCE
Azerbaijan,Azerbaijan,Republic of Nagorno-Karabakh,1,1994,1,Nagorno-Karabakh,1/1/92,5/9/94,5/4/94,5/5/94,"CIS Inter-Parliamentary Assembly, Kyrgyz Republic, Russia"
Azerbaijan,Azerbaijan,Republic of Nagorno-Karabakh,1,2005,1,Nagorno-Karabakh,10/9/05,12/5/05,2/10/06,2/11/06,The Organization for Security and Cooperation in Europe (OSCE)
Azerbaijan,Azerbaijan,Republic of Nagorno-Karabakh,1,1994,1,Nagorno-Karabakh,,,6/16/97,11/20/97,Minsk Group
Azerbaijan,Azerbaijan,Republic of Nagorno-Karabakh,1,1994,1,Nagorno-Karabakh,,,6/3/01,6/6/01,Minsk Group
Bangladesh,Bangladesh,JSS/SB/Shanti Bahini,0,1992,1,Chittagong Hill Tracts,2/1/75,11/5/92,,,
Bolivia,Bolivia,ELN,0,1967,1,Bolivia,3/1/67,10/16/67,,,
Bolivia,Bolivia,MNR,0,1952,1,Bolivia,4/9/52,4/12/52,,,
Bolivia,Bolivia,Popular Revolutionary Movement - Question: is this the proper name? I can't find any reference to this group other than the Nationalist Revolutionary Movement. ,0,1946,1,Bolivia,6/1/46,7/21/46,,,
Bosnia and Herzegovina,Bosnia and Herzegovina,Autonomous Province of Western Bosnia,0,1995,1,Bihaca Krajina,10/7/93,8/7/95,,,
Bosnia and Herzegovina,Bosnia and Herzegovina,"Croatian Republic of Bosnia and Herzegovina, Croatian irregulars",1,1994,1,Croat,4/30/93,12/31/94,2/13/92,2/27/92,"Lord Carrington chair of EC peace conference, Portuguese Ambassador Jose Cutileiro"
Bosnia and Herzegovina,Bosnia and Herzegovina,"Croatian Republic of Bosnia and Herzegovina, Croatian irregulars",1,1994,1,Croat,4/30/93,12/31/94,7/27/92,7/28/92,"Jose Cutileiro, EC chief negotiator/Portuguese Ambassador"
Bosnia and Herzegovina,Bosnia and Herzegovina,"Croatian Republic of Bosnia and Herzegovina, Croatian irregulars",1,1994,1,Croat,4/30/93,12/31/94,2/26/94,3/18/94,US diplomats
Bosnia and Herzegovina,Bosnia and Herzegovina,"Croatian Republic of Bosnia and Herzegovina, Croatian irregulars",1,1994,1,Croat,4/30/93,12/31/94,4/23/92,4/23/92,EC Lord Carrington
Bosnia and Herzegovina,Bosnia and Herzegovina,"Croatian Republic of Bosnia and Herzegovina, Croatian irregulars",1,1994,1,Croat,4/30/93,12/31/94,9/18/92,9/21/92,EC/UN Owen and Vance
Bosnia and Herzegovina,Bosnia and Herzegovina,"Croatian Republic of Bosnia and Herzegovina, Croatian irregulars",1,1994,1,Croat,4/30/93,12/31/94,1/2/93,1/30/93,EC/UN Owen and Vance
Bosnia and Herzegovina,Bosnia and Herzegovina,"Croatian Republic of Bosnia and Herzegovina, Croatian irregulars",1,1994,1,Croat,4/30/93,12/31/94,3/25/93,3/25/93,EC/UN Owen and Vance
Bosnia and Herzegovina,Bosnia and Herzegovina,"Croatian Republic of Bosnia and Herzegovina, Croatian irregulars",1,1994,1,Serb,4/30/93,12/31/94,3/25/93,3/25/93,EC/UN Owen and Vance
Bosnia and Herzegovina,Bosnia and Herzegovina,"Croatian Republic of Bosnia and Herzegovina, Croatian irregulars",1,1994,1,Croat,4/30/93,12/31/94,5/1/93,5/2/93,EC/UN Owen and Vance
Bosnia and Herzegovina,Bosnia and Herzegovina,"Croatian Republic of Bosnia and Herzegovina, Croatian irregulars",1,1994,1,Serb,4/30/93,12/31/94,5/1/93,5/2/93,EC/UN Owen and Vance
Bosnia and Herzegovina,Bosnia and Herzegovina,"Croatian Republic of Bosnia and Herzegovina, Croatian irregulars",1,1994,1,Croat,4/30/93,12/31/94,1/4/94,1/10/94,EC/UN Owen and Vance
Bosnia and Herzegovina,Bosnia and Herzegovina,"Croatian Republic of Bosnia and Herzegovina, Croatian irregulars",1,1994,1,Croat,4/30/93,12/31/94,1/25/93,10/16/93,Lord David Owen (EU) former Sec. of State Cyrus Vance (UN)
Bosnia and Herzegovina,Bosnia and Herzegovina,"SDS-BIH, BDZ-BIH, SDA",1,1995,NA,,,11//1995,12/3/92,12/4/92,Lord Owen & Vance
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",0,1994,1,Serb,5/1/92,11/21/95,,,
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",0,1994,1,Serb,5/1/92,11/21/95,,,
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",1,1994,1,Serb,5/1/92,11/21/95,2/13/92,2/27/92,"Lord Carrington chair of EC peace conference, Portuguese Ambassador Jose Cutileiro"
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",1,1994,1,Serb,5/1/92,11/21/95,7/27/92,7/28/92,"Jose Cutileiro, EC chief negotiator/Portuguese Ambassador"
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",1,1994,1,Serb,5/1/92,11/21/95,4/23/92,4/23/92,EC Lord Carrington
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",1,1994,1,Serb,5/1/92,11/21/95,9/18/92,9/21/92,EC/UN Owen and Vance
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",1,1994,1,Serb,5/1/92,11/21/95,1/2/93,1/30/93,EC/UN Owen and Vance
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",0,1995,1,Serb,5/1/92,11/21/95,,,
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",1,1995,1,Serb,5/1/92,11/21/95,11/29/93,12/2/93,EC Owen
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",1,1995,1,Serb,5/1/92,11/21/95,12/22/93,12/23/93,EC Owen
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",1,1995,1,Serb,5/1/92,11/21/95,4/7/94,4/7/94,"Commander of UN forces in Bosnia, Lt.-Gen. Sir Michael Rose"
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",1,1995,1,Serb,5/1/92,11/21/95,4/17/94,4/17/94,"Russian Dep. For. Min. Churkin, UN Spec. Envoy Yugo Akeshi"
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",1,1995,1,Serb,5/1/92,11/21/95,7/6/94,7/19/94,"Contact Group (US, UK, Russia, France, Germany)"
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",1,1995,1,Serb,5/1/92,11/21/95,12/18/94,12/20/94,Jimmy Carter 
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",1,1995,1,Serb,5/1/92,11/21/95,8/9/95,8/29/95,"Contact Group (US Asst. Sec. State Richard Holbrooke, Ambassador Robert Frasure and US National Security Advisor Anthony Lake)"
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",1,1995,1,Serb,5/1/92,11/21/95,9/26/95,10/5/95,Contact Group (Holbrooke)
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",1,1995,1,Serb,5/1/92,11/21/95,11/1/95,11/21/95,Contact Group (Holbrooke)
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",1,1995,1,Serb,5/1/92,11/21/95,1/18/94,1/19/94,EC Owen/ UN Stoltenberg
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",1,1995,1,Serb,5/1/92,11/21/95,2/15/94,2/20/94,Russian Dep. For. Min. Churkin
Bosnia and Herzegovina,Bosnia and Herzegovina,"Serbian Republic of Bosnia and Herzegovina, Serbian irregulars",1,1995,1,Serb,5/1/92,11/21/95,6/8/94,6/8/94,UN Spec. Envoy Yugo Akeshi
Burkina Faso,Burkina Faso,Popular Front,0,1987,1,Burkina Faso,10/15/87,10/15/87,,,
Burundi,Burundi,Military faction,0,1965,1,Burundi,10/18/65,10/18/65,,,
Burundi,Burundi,Palipehutu,0,1992,1,Burundi,11/26/91,12/31/92,,,
Burundi,Burundi,Palipehutu - FNL,0,2008,2,,3/1/08,12/4/08,,,"Charles Nqakula, South African Minister for Public Safety and Security"
Burundi,Burundi,Palipehutu-FNL,1,2006,1,Burundi,1/1/94,9/8/06,5/1/06,9/8/06,South African Special Envoy Kingsley Mamabol
Cambodia,Cambodia,CGDK,0,1998,1,Cambodia,12/1/78,12/25/98,,,
Cambodia,Cambodia,CGDK,1,1998,1,Cambodia,12/1/78,12/25/98,12/4/87,12/4/87,France
Cambodia,Cambodia,CGDK,1,1998,1,Cambodia,12/1/78,12/25/98,1/20/88,1/21/88,ASEAN
Cambodia,Cambodia,CGDK,1,1998,1,Cambodia,12/1/78,12/25/98,7/7/88,7/26/88,Indonesia Foreign Minister Ali Alatas
Cambodia,Cambodia,CGDK,1,1998,1,Cambodia,12/1/78,12/25/98,2/19/89,2/21/89,Ali Alatas
Cambodia,Cambodia,CGDK,1,1998,1,Cambodia,12/1/78,12/25/98,7/25/89,7/27/89,Roland Dumas
Cambodia,Cambodia,CGDK,1,1998,1,Cambodia,12/1/78,12/25/98,7/30/89,8/30/89,"Ronald Dumas, the French Foreign Minister,he was the chairman of these talks along with the following countries: Indonesia, Canada, Japan, Laos, Malaysia, and India"
Cambodia,Cambodia,CGDK => NGC,1,1998,1,Cambodia,12/1/78,12/25/98,2/26/90,3/1/90,"ASEAN, a special UN representative, France, Australia"
Cambodia,Cambodia,"FUNK, North Vietnam",0,1975,1,Cambodia,5/1/67,4/17/75,,,
Cambodia,Cambodia,Khmer Rouges,1,1998,1,Cambodia,12/1/78,12/25/98,11/7/92,11/8/92,"Yasushi Akashi as well as representatives from Indonesia and France (co-chairs of the Paris International Conference on Cambodia), China, Russia, the USA and the UK (as permanent members of the UN security Council) and Australia, Germany, Japan and Thailand "
Cambodia,Cambodia,Khmer Rouges,1,1998,1,Cambodia,12/1/78,12/25/98,7/13/93,7/13/93,Lt.-Gen. John Sanderson
Cambodia,Cambodia,"Khmer Rouges-opposition, Funcinppe Party-ruling, Cambodian People's Party-ruling",1,1998,NA,,12/1/78,12//1998,2/17/98,2/28/98,"Japan and Thai Envoys, Jap Dep Minister Komura and Thai Min Darbatha"
Cambodia,Cambodia,NGC,1,1998,1,Cambodia,12/1/78,12/25/98,6/4/90,6/5/90,"Chatichai Choonhaven, Toshiki Kaifu"
